id_venta,id_producto,nombre_producto,cantidad,precio_unitario,importe,importe_calculado,categoria,fecha,id_cliente,medio_pago,ciudad,fecha_alta
32,17,Queso Cremoso 500g,3,4834,14502,14502,Alimentos,2024-01-30,31,efectivo,Villa Maria,2023-01-31
32,35,Barrita de Cereal 30g,3,4430,13290,13290,Alimentos,2024-01-30,31,efectivo,Villa Maria,2023-01-31
33,47,Garbanzos 500g,2,2939,5878,5878,Alimentos,2024-02-13,6,efectivo,Villa Maria,2023-01-06
33,76,Pizza Congelada Muzzarella,4,4286,17144,17144,Limpieza,2024-02-13,6,efectivo,Villa Maria,2023-01-06
33,100,Trapo de Piso,1,4854,4854,4854,Limpieza,2024-02-13,6,efectivo,Villa Maria,2023-01-06
33,91,Desodorante Aerosol,2,4690,9380,9380,Alimentos,2024-02-13,6,efectivo,Villa Maria,2023-01-06
34,10,Yerba Mate Intensa 1kg,1,4883,4883,4883,Limpieza,2024-01-13,58,transferencia,Rio Cuarto,2023-02-27
34,32,Chocolate Amargo 100g,5,2234,11170,11170,Limpieza,2024-01-13,58,transferencia,Rio Cuarto,2023-02-27
35,93,Cepillo de Dientes,3,2142,6426,6426,Alimentos,2024-05-30,61,efectivo,Rio Cuarto,2023-03-02
35,80,Helado de Frutilla 1L,2,1981,3962,3962,Limpieza,2024-05-30,61,efectivo,Rio Cuarto,2023-03-02
35,88,Caldo Concentrado Carne,5,2570,12850,12850,Limpieza,2024-05-30,61,efectivo,Rio Cuarto,2023-03-02
36,50,Azúcar 1kg,4,727,2908,2908,Limpieza,2024-06-25,5,tarjeta,Cordoba,2023-01-05
36,48,Porotos Negros 500g,2,4462,8924,8924,Limpieza,2024-06-25,5,tarjeta,Cordoba,2023-01-05
37,18,Queso Rallado 150g,3,3444,10332,10332,Limpieza,2024-05-17,57,qr,Rio Cuarto,2023-02-26
38,62,Stevia 100 sobres,5,3848,19240,19240,Limpieza,2024-05-29,56,tarjeta,Rio Cuarto,2023-02-25
38,14,Leche Entera 1L,3,1723,5169,5169,Limpieza,2024-05-29,56,tarjeta,Rio Cuarto,2023-02-25
38,65,Cerveza Rubia 1L,5,2423,12115,12115,Alimentos,2024-05-29,56,tarjeta,Rio Cuarto,2023-02-25
38,5,Agua Mineral 500ml,3,4777,14331,14331,Alimentos,2024-05-29,56,tarjeta,Rio Cuarto,2023-02-25
39,44,Arroz Largo Fino 1kg,4,2979,11916,11916,Limpieza,2024-03-05,5,efectivo,Cordoba,2023-01-05
39,22,Medialunas de Manteca,2,2069,4138,4138,Limpieza,2024-03-05,5,efectivo,Cordoba,2023-01-05
39,58,Caramelos Masticables,4,4752,19008,19008,Limpieza,2024-03-05,5,efectivo,Cordoba,2023-01-05
39,81,Aceitunas Verdes 200g,4,2520,10080,10080,Alimentos,2024-03-05,5,efectivo,Cordoba,2023-01-05
40,44,Arroz Largo Fino 1kg,2,2979,5958,5958,Limpieza,2024-05-13,15,efectivo,Cordoba,2023-01-15
41,51,Sal Fina 500g,1,1745,1745,1745,Alimentos,2024-03-08,29,tarjeta,Alta Gracia,2023-01-29
41,15,Leche Descremada 1L,1,2538,2538,2538,Alimentos,2024-03-08,29,tarjeta,Alta Gracia,2023-01-29
42,47,Garbanzos 500g,3,2939,8817,8817,Alimentos,2024-04-18,12,tarjeta,Alta Gracia,2023-01-12
42,29,Papas Fritas Onduladas 100g,1,1868,1868,1868,Alimentos,2024-04-18,12,tarjeta,Alta Gracia,2023-01-12
42,73,Gin 700ml,3,1561,4683,4683,Alimentos,2024-04-18,12,tarjeta,Alta Gracia,2023-01-12
43,1,Coca Cola 1.5L,5,2347,11735,11735,Alimentos,2024-02-18,23,efectivo,Rio Cuarto,2023-01-23
43,49,Harina de Trigo 1kg,2,2512,5024,5024,Alimentos,2024-02-18,23,efectivo,Rio Cuarto,2023-01-23
43,66,Cerveza Negra 1L,2,1533,3066,3066,Limpieza,2024-02-18,23,efectivo,Rio Cuarto,2023-01-23
44,48,Porotos Negros 500g,1,4462,4462,4462,Limpieza,2024-02-21,21,efectivo,Alta Gracia,2023-01-21
44,47,Garbanzos 500g,2,2939,5878,5878,Alimentos,2024-02-21,21,efectivo,Alta Gracia,2023-01-21
44,100,Trapo de Piso,2,4854,9708,9708,Limpieza,2024-02-21,21,efectivo,Alta Gracia,2023-01-21
45,12,Té Negro 20 saquitos,2,570,1140,1140,Limpieza,2024-01-19,15,efectivo,Cordoba,2023-01-15
45,18,Queso Rallado 150g,2,3444,6888,6888,Limpieza,2024-01-19,15,efectivo,Cordoba,2023-01-15
45,87,Sopa Instantánea Pollo,4,1679,6716,6716,Alimentos,2024-01-19,15,efectivo,Cordoba,2023-01-15
45,98,Desengrasante 500ml,1,2843,2843,2843,Limpieza,2024-01-19,15,efectivo,Cordoba,2023-01-15
45,52,Detergente Líquido 750ml,2,2582,5164,5164,Limpieza,2024-01-19,15,efectivo,Cordoba,2023-01-15
46,21,Pan Lactal Integral,1,272,272,272,Alimentos,2024-03-25,46,tarjeta,Alta Gracia,2023-02-15
47,43,Salsa de Tomate 500g,5,887,4435,4435,Alimentos,2024-05-04,52,transferencia,Rio Cuarto,2023-02-21
47,6,Jugo de Naranja 1L,3,4170,12510,12510,Limpieza,2024-05-04,52,transferencia,Rio Cuarto,2023-02-21
48,70,Fernet 750ml,1,4061,4061,4061,Limpieza,2024-01-26,84,qr,Cordoba,2023-03-25
48,54,Jabón de Tocador,5,1592,7960,7960,Limpieza,2024-01-26,84,qr,Cordoba,2023-03-25
48,57,Servilletas x100,4,4520,18080,18080,Alimentos,2024-01-26,84,qr,Cordoba,2023-03-25
49,59,Chicle Menta,2,3612,7224,7224,Alimentos,2024-06-02,5,efectivo,Cordoba,2023-01-05
49,21,Pan Lactal Integral,4,272,1088,1088,Alimentos,2024-06-02,5,efectivo,Cordoba,2023-01-05
49,59,Chicle Menta,4,3612,14448,14448,Alimentos,2024-06-02,5,efectivo,Cordoba,2023-01-05
49,18,Queso Rallado 150g,3,3444,10332,10332,Limpieza,2024-06-02,5,efectivo,Cordoba,2023-01-05
49,85,Jugo en Polvo Naranja,3,1856,5568,5568,Alimentos,2024-06-02,5,efectivo,Cordoba,2023-01-05
50,10,Yerba Mate Intensa 1kg,2,4883,9766,9766,Limpieza,2024-01-09,8,transferencia,Carlos Paz,2023-01-08
50,34,Turrón 50g,5,503,2515,2515,Limpieza,2024-01-09,8,transferencia,Carlos Paz,2023-01-08
50,58,Caramelos Masticables,5,4752,23760,23760,Limpieza,2024-01-09,8,transferencia,Carlos Paz,2023-01-08
50,32,Chocolate Amargo 100g,3,2234,6702,6702,Limpieza,2024-01-09,8,transferencia,Carlos Paz,2023-01-08
50,91,Desodorante Aerosol,4,4690,18760,18760,Alimentos,2024-01-09,8,transferencia,Carlos Paz,2023-01-08
51,31,Mix de Frutos Secos 200g,1,3409,3409,3409,Alimentos,2024-02-18,39,efectivo,Alta Gracia,2023-02-08
52,83,Queso Untable 190g,2,1830,3660,3660,Alimentos,2024-05-10,5,tarjeta,Cordoba,2023-01-05
52,9,Yerba Mate Suave 1kg,4,3878,15512,15512,Alimentos,2024-05-10,5,tarjeta,Cordoba,2023-01-05
52,81,Aceitunas Verdes 200g,5,2520,12600,12600,Alimentos,2024-05-10,5,tarjeta,Cordoba,2023-01-05
52,38,Mermelada de Frutilla 400g,3,1584,4752,4752,Limpieza,2024-05-10,5,tarjeta,Cordoba,2023-01-05
53,28,Papas Fritas Clásicas 100g,1,936,936,936,Limpieza,2024-01-25,56,tarjeta,Rio Cuarto,2023-02-25
54,65,Cerveza Rubia 1L,1,2423,2423,2423,Alimentos,2024-03-26,1,tarjeta,Carlos Paz,2023-01-01
54,18,Queso Rallado 150g,2,3444,6888,6888,Limpieza,2024-03-26,1,tarjeta,Carlos Paz,2023-01-01
54,91,Desodorante Aerosol,3,4690,14070,14070,Alimentos,2024-03-26,1,tarjeta,Carlos Paz,2023-01-01
54,8,Energética Nitro 500ml,3,4218,12654,12654,Limpieza,2024-03-26,1,tarjeta,Carlos Paz,2023-01-01
55,39,Helado Vainilla 1L,4,469,1876,1876,Alimentos,2024-01-04,100,qr,Cordoba,2023-04-10
56,18,Queso Rallado 150g,5,3444,17220,17220,Limpieza,2024-06-14,15,qr,Cordoba,2023-01-15
57,31,Mix de Frutos Secos 200g,3,3409,10227,10227,Alimentos,2024-01-10,34,efectivo,Villa Maria,2023-02-03
57,41,Aceite de Girasol 1L,4,860,3440,3440,Alimentos,2024-01-10,34,efectivo,Villa Maria,2023-02-03
57,9,Yerba Mate Suave 1kg,5,3878,19390,19390,Alimentos,2024-01-10,34,efectivo,Villa Maria,2023-02-03
57,76,Pizza Congelada Muzzarella,3,4286,12858,12858,Limpieza,2024-01-10,34,efectivo,Villa Maria,2023-02-03
57,98,Desengrasante 500ml,4,2843,11372,11372,Limpieza,2024-01-10,34,efectivo,Villa Maria,2023-02-03
58,43,Salsa de Tomate 500g,2,887,1774,1774,Alimentos,2024-02-04,48,transferencia,Cordoba,2023-02-17
58,11,Café Molido 250g,1,2053,2053,2053,Alimentos,2024-02-04,48,transferencia,Cordoba,2023-02-17
59,31,Mix de Frutos Secos 200g,1,3409,3409,3409,Alimentos,2024-04-28,62,tarjeta,Carlos Paz,2023-03-03
59,8,Energética Nitro 500ml,2,4218,8436,8436,Limpieza,2024-04-28,62,tarjeta,Carlos Paz,2023-03-03
59,97,Limpiavidrios 500ml,5,872,4360,4360,Alimentos,2024-04-28,62,tarjeta,Carlos Paz,2023-03-03
60,43,Salsa de Tomate 500g,1,887,887,887,Alimentos,2024-04-04,81,transferencia,Carlos Paz,2023-03-22
60,98,Desengrasante 500ml,3,2843,8529,8529,Limpieza,2024-04-04,81,transferencia,Carlos Paz,2023-03-22
60,15,Leche Descremada 1L,1,2538,2538,2538,Alimentos,2024-04-04,81,transferencia,Carlos Paz,2023-03-22
60,21,Pan Lactal Integral,2,272,544,544,Alimentos,2024-04-04,81,transferencia,Carlos Paz,2023-03-22
60,91,Desodorante Aerosol,4,4690,18760,18760,Alimentos,2024-04-04,81,transferencia,Carlos Paz,2023-03-22
61,9,Yerba Mate Suave 1kg,3,3878,11634,11634,Alimentos,2024-06-01,27,efectivo,Rio Cuarto,2023-01-27
61,19,Manteca 200g,3,3251,9753,9753,Alimentos,2024-06-01,27,efectivo,Rio Cuarto,2023-01-27
62,47,Garbanzos 500g,4,2939,11756,11756,Alimentos,2024-05-01,100,transferencia,Cordoba,2023-04-10
62,95,Mascarilla Capilar,3,1581,4743,4743,Alimentos,2024-05-01,100,transferencia,Cordoba,2023-04-10
63,8,Energética Nitro 500ml,5,4218,21090,21090,Limpieza,2024-06-19,25,tarjeta,Rio Cuarto,2023-01-25
63,2,Pepsi 1.5L,2,4973,9946,9946,Limpieza,2024-06-19,25,tarjeta,Rio Cuarto,2023-01-25
63,70,Fernet 750ml,3,4061,12183,12183,Limpieza,2024-06-19,25,tarjeta,Rio Cuarto,2023-01-25
63,45,Fideos Spaghetti 500g,4,745,2980,2980,Alimentos,2024-06-19,25,tarjeta,Rio Cuarto,2023-01-25
64,4,Fanta Naranja 1.5L,2,2033,4066,4066,Limpieza,2024-03-07,58,qr,Rio Cuarto,2023-02-27
64,41,Aceite de Girasol 1L,2,860,1720,1720,Alimentos,2024-03-07,58,qr,Rio Cuarto,2023-02-27
65,77,Empanadas Congeladas,4,4778,19112,19112,Alimentos,2024-04-30,30,qr,Alta Gracia,2023-01-30
65,22,Medialunas de Manteca,3,2069,6207,6207,Limpieza,2024-04-30,30,qr,Alta Gracia,2023-01-30
65,38,Mermelada de Frutilla 400g,5,1584,7920,7920,Limpieza,2024-04-30,30,qr,Alta Gracia,2023-01-30
65,36,Dulce de Leche 400g,4,2559,10236,10236,Limpieza,2024-04-30,30,qr,Alta Gracia,2023-01-30
66,16,Yogur Natural 200g,3,4613,13839,13839,Limpieza,2024-03-14,69,qr,Rio Cuarto,2023-03-10
67,53,Lavandina 1L,1,1664,1664,1664,Alimentos,2024-03-21,66,efectivo,Villa Maria,2023-03-07
67,8,Energética Nitro 500ml,2,4218,8436,8436,Limpieza,2024-03-21,66,efectivo,Villa Maria,2023-03-07
68,94,Hilo Dental,4,1418,5672,5672,Limpieza,2024-06-28,27,qr,Rio Cuarto,2023-01-27
69,76,Pizza Congelada Muzzarella,4,4286,17144,17144,Limpieza,2024-01-06,42,qr,Alta Gracia,2023-02-11
69,74,Whisky 750ml,3,2953,8859,8859,Limpieza,2024-01-06,42,qr,Alta Gracia,2023-02-11
70,66,Cerveza Negra 1L,3,1533,4599,4599,Limpieza,2024-02-02,41,transferencia,Alta Gracia,2023-02-10
70,89,Caldo Concentrado Verdura,4,1003,4012,4012,Alimentos,2024-02-02,41,transferencia,Alta Gracia,2023-02-10
70,38,Mermelada de Frutilla 400g,3,1584,4752,4752,Limpieza,2024-02-02,41,transferencia,Alta Gracia,2023-02-10
71,11,Café Molido 250g,3,2053,6159,6159,Alimentos,2024-06-02,40,qr,Rio Cuarto,2023-02-09
71,79,Hamburguesas Congeladas x4,4,2420,9680,9680,Alimentos,2024-06-02,40,qr,Rio Cuarto,2023-02-09
71,100,Trapo de Piso,4,4854,19416,19416,Limpieza,2024-06-02,40,qr,Rio Cuarto,2023-02-09
71,92,Crema Dental 90g,1,2512,2512,2512,Limpieza,2024-06-02,40,qr,Rio Cuarto,2023-02-09
72,94,Hilo Dental,3,1418,4254,4254,Limpieza,2024-02-17,26,qr,Alta Gracia,2023-01-26
72,41,Aceite de Girasol 1L,4,860,3440,3440,Alimentos,2024-02-17,26,qr,Alta Gracia,2023-01-26
72,51,Sal Fina 500g,2,1745,3490,3490,Alimentos,2024-02-17,26,qr,Alta Gracia,2023-01-26
73,28,Papas Fritas Clásicas 100g,1,936,936,936,Limpieza,2024-05-16,42,transferencia,Alta Gracia,2023-02-11
73,24,Galletitas Chocolate,3,1305,3915,3915,Limpieza,2024-05-16,42,transferencia,Alta Gracia,2023-02-11
73,19,Manteca 200g,1,3251,3251,3251,Alimentos,2024-05-16,42,transferencia,Alta Gracia,2023-02-11
74,32,Chocolate Amargo 100g,3,2234,6702,6702,Limpieza,2024-04-26,56,efectivo,Rio Cuarto,2023-02-25
74,14,Leche Entera 1L,2,1723,3446,3446,Limpieza,2024-04-26,56,efectivo,Rio Cuarto,2023-02-25
74,55,Shampoo 400ml,2,1407,2814,2814,Alimentos,2024-04-26,56,efectivo,Rio Cuarto,2023-02-25
75,3,Sprite 1.5L,4,4964,19856,19856,Alimentos,2024-05-23,61,qr,Rio Cuarto,2023-03-02
75,2,Pepsi 1.5L,5,4973,24865,24865,Limpieza,2024-05-23,61,qr,Rio Cuarto,2023-03-02
76,22,Medialunas de Manteca,4,2069,8276,8276,Limpieza,2024-05-15,75,tarjeta,Rio Cuarto,2023-03-16
76,23,Bizcochos Salados,4,2380,9520,9520,Alimentos,2024-05-15,75,tarjeta,Rio Cuarto,2023-03-16
76,24,Galletitas Chocolate,1,1305,1305,1305,Limpieza,2024-05-15,75,tarjeta,Rio Cuarto,2023-03-16
76,11,Café Molido 250g,2,2053,4106,4106,Alimentos,2024-05-15,75,tarjeta,Rio Cuarto,2023-03-16
77,53,Lavandina 1L,2,1664,3328,3328,Alimentos,2024-05-26,55,tarjeta,Mendiolaza,2023-02-24
77,41,Aceite de Girasol 1L,1,860,860,860,Alimentos,2024-05-26,55,tarjeta,Mendiolaza,2023-02-24
77,34,Turrón 50g,5,503,2515,2515,Limpieza,2024-05-26,55,tarjeta,Mendiolaza,2023-02-24
77,98,Desengrasante 500ml,2,2843,5686,5686,Limpieza,2024-05-26,55,tarjeta,Mendiolaza,2023-02-24
77,39,Helado Vainilla 1L,2,469,938,938,Alimentos,2024-05-26,55,tarjeta,Mendiolaza,2023-02-24
78,37,Mermelada de Durazno 400g,3,3196,9588,9588,Alimentos,2024-04-29,12,qr,Alta Gracia,2023-01-12
78,79,Hamburguesas Congeladas x4,5,2420,12100,12100,Alimentos,2024-04-29,12,qr,Alta Gracia,2023-01-12
78,17,Queso Cremoso 500g,2,4834,9668,9668,Alimentos,2024-04-29,12,qr,Alta Gracia,2023-01-12
78,85,Jugo en Polvo Naranja,1,1856,1856,1856,Alimentos,2024-04-29,12,qr,Alta Gracia,2023-01-12
78,39,Helado Vainilla 1L,2,469,938,938,Alimentos,2024-04-29,12,qr,Alta Gracia,2023-01-12
79,81,Aceitunas Verdes 200g,2,2520,5040,5040,Alimentos,2024-06-06,57,qr,Rio Cuarto,2023-02-26
79,56,Papel Higiénico x4,2,2532,5064,5064,Limpieza,2024-06-06,57,qr,Rio Cuarto,2023-02-26
80,39,Helado Vainilla 1L,5,469,2345,2345,Alimentos,2024-03-25,54,efectivo,Alta Gracia,2023-02-23
